-8.3	0.0005
-6.0	0.001
-4.3	0.002
-3.4	0.003
-2.9	0.004
-2.6	0.005
-1.8	0.01
-1.2	0.02
-1.0	0.03
-0.8	0.04
-0.7	0.05
-0.4	0.1
-0.2	0.2
-0.1	0.3
-0.1	0.4
-0.1	0.5
-0.1	0.6
-0.1	0.7
-0.1	0.8
-0.1	0.9
0	1
